Schema Version,Record Type,Source Name,Source URL,Entity Name,GitHub Login,GitHub URL,Avatar URL,Classification,Verification,Collected At
1.0,STARTUP,GitHub Search API,https://github.com/SakanaAI,SakanaAI,SakanaAI,https://github.com/SakanaAI,https://avatars.githubusercontent.com/u/140988036?v=4,STARTUP_CANDIDATE,GITHUB_ORGANIZATION,2026-09-11T04:55:58.869282+00:00
1.0,STARTUP,GitHub Search API,https://github.com/tenstorrent,tenstorrent,tenstorrent,https://github.com/tenstorrent,https://avatars.githubusercontent.com/u/64161552?v=4,STARTUP_CANDIDATE,GITHUB_ORGANIZATION,2026-09-11T04:55:58.869282+00:00
1.0,STARTUP,GitHub Search API,https://github.com/nomic-ai,nomic-ai,nomic-ai,https://github.com/nomic-ai,https://avatars.githubusercontent.com/u/102670180?v=4,STARTUP_CANDIDATE,GITHUB_ORGANIZATION,2026-09-11T04:55:58.869282+00:00
1.0,STARTUP,GitHub Search API,https://github.com/AI4Bharat,AI4Bharat,AI4Bharat,https://github.com/AI4Bharat,https://avatars.githubusercontent.com/u/69502895?v=4,STARTUP_CANDIDATE,GITHUB_ORGANIZATION,2026-09-11T04:55:58.869282+00:00
1.0,STARTUP,GitHub Search API,https://github.com/AnswerDotAI,AnswerDotAI,AnswerDotAI,https://github.com/AnswerDotAI,https://avatars.githubusercontent.com/u/156509747?v=4,STARTUP_CANDIDATE,GITHUB_ORGANIZATION,2026-09-11T04:55:58.869282+00:00
1.0,STARTUP,GitHub Search API,https://github.com/camel-ai,camel-ai,camel-ai,https://github.com/camel-ai,https://avatars.githubusercontent.com/u/134388954?v=4,STARTUP_CANDIDATE,GITHUB_ORGANIZATION,2026-09-11T04:55:58.869282+00:00
1.0,STARTUP,GitHub Search API,https://github.com/shareAI-lab,shareAI-lab,shareAI-lab,https://github.com/shareAI-lab,https://avatars.githubusercontent.com/u/189210346?v=4,STARTUP_CANDIDATE,GITHUB_ORGANIZATION,2026-09-11T04:55:58.869282+00:00
1.0,STARTUP,GitHub Search API,https://github.com/https-deeplearning-ai,https-deeplearning-ai,https-deeplearning-ai,https://github.com/https-deeplearning-ai,https://avatars.githubusercontent.com/u/50225018?v=4,STARTUP_CANDIDATE,GITHUB_ORGANIZATION,2026-09-11T04:55:58.869282+00:00
1.0,STARTUP,GitHub Search API,https://github.com/leon-ai,leon-ai,leon-ai,https://github.com/leon-ai,https://avatars.githubusercontent.com/u/35167224?v=4,STARTUP_CANDIDATE,GITHUB_ORGANIZATION,2026-09-11T04:55:58.869282+00:00
1.0,STARTUP,GitHub Search API,https://github.com/ai-forever,ai-forever,ai-forever,https://github.com/ai-forever,https://avatars.githubusercontent.com/u/103576137?v=4,STARTUP_CANDIDATE,GITHUB_ORGANIZATION,2026-09-11T04:55:58.869282+00:00
1.0,STARTUP,GitHub Search API,https://github.com/fetchai,fetchai,fetchai,https://github.com/fetchai,https://avatars.githubusercontent.com/u/40889903?v=4,STARTUP_CANDIDATE,GITHUB_ORGANIZATION,2026-09-11T04:55:58.869282+00:00
1.0,STARTUP,GitHub Search API,https://github.com/VedalAI,VedalAI,VedalAI,https://github.com/VedalAI,https://avatars.githubusercontent.com/u/123908850?v=4,STARTUP_CANDIDATE,GITHUB_ORGANIZATION,2026-09-11T04:55:58.869282+00:00
1.0,STARTUP,GitHub Search API,https://github.com/Wan-Video,Wan-Video,Wan-Video,https://github.com/Wan-Video,https://avatars.githubusercontent.com/u/200620180?v=4,STARTUP_CANDIDATE,GITHUB_ORGANIZATION,2026-09-11T04:55:58.869282+00:00
1.0,STARTUP,GitHub Search API,https://github.com/inclusionAI,inclusionAI,inclusionAI,https://github.com/inclusionAI,https://avatars.githubusercontent.com/u/199075982?v=4,STARTUP_CANDIDATE,GITHUB_ORGANIZATION,2026-09-11T04:55:58.869282+00:00
1.0,STARTUP,GitHub Search API,https://github.com/MonlamAI,MonlamAI,MonlamAI,https://github.com/MonlamAI,https://avatars.githubusercontent.com/u/117332551?v=4,STARTUP_CANDIDATE,GITHUB_ORGANIZATION,2026-09-11T04:55:58.869282+00:00
1.0,STARTUP,GitHub Search API,https://github.com/crewAIInc,crewAIInc,crewAIInc,https://github.com/crewAIInc,https://avatars.githubusercontent.com/u/170677839?v=4,STARTUP_CANDIDATE,GITHUB_ORGANIZATION,2026-09-11T04:55:58.869282+00:00
1.0,STARTUP,GitHub Search API,https://github.com/BerriAI,BerriAI,BerriAI,https://github.com/BerriAI,https://avatars.githubusercontent.com/u/121462774?v=4,STARTUP_CANDIDATE,GITHUB_ORGANIZATION,2026-09-11T04:55:58.869282+00:00
1.0,STARTUP,GitHub Search API,https://github.com/unslothai,unslothai,unslothai,https://github.com/unslothai,https://avatars.githubusercontent.com/u/150920049?v=4,STARTUP_CANDIDATE,GITHUB_ORGANIZATION,2026-09-11T04:55:58.869282+00:00
1.0,STARTUP,GitHub Search API,https://github.com/AirtestProject,AirtestProject,AirtestProject,https://github.com/AirtestProject,https://avatars.githubusercontent.com/u/34292813?v=4,STARTUP_CANDIDATE,GITHUB_ORGANIZATION,2026-09-11T04:55:58.869282+00:00
1.0,STARTUP,GitHub Search API,https://github.com/aimacode,aimacode,aimacode,https://github.com/aimacode,https://avatars.githubusercontent.com/u/17015933?v=4,STARTUP_CANDIDATE,GITHUB_ORGANIZATION,2026-09-11T04:55:58.869282+00:00
1.0,STARTUP,GitHub Search API,https://github.com/RapidAI,RapidAI,RapidAI,https://github.com/RapidAI,https://avatars.githubusercontent.com/u/87350760?v=4,STARTUP_CANDIDATE,GITHUB_ORGANIZATION,2026-09-11T04:55:58.869282+00:00
1.0,STARTUP,GitHub Search API,https://github.com/aio-libs,aio-libs,aio-libs,https://github.com/aio-libs,https://avatars.githubusercontent.com/u/7049303?v=4,STARTUP_CANDIDATE,GITHUB_ORGANIZATION,2026-09-11T04:55:58.869282+00:00
1.0,STARTUP,GitHub Search API,https://github.com/swiss-ai,swiss-ai,swiss-ai,https://github.com/swiss-ai,https://avatars.githubusercontent.com/u/153931663?v=4,STARTUP_CANDIDATE,GITHUB_ORGANIZATION,2026-09-11T04:55:58.869282+00:00
1.0,STARTUP,GitHub Search API,https://github.com/AirdropFamilyIDN-V2-0,AirdropFamilyIDN-V2-0,AirdropFamilyIDN-V2-0,https://github.com/AirdropFamilyIDN-V2-0,https://avatars.githubusercontent.com/u/173853214?v=4,STARTUP_CANDIDATE,GITHUB_ORGANIZATION,2026-09-11T04:55:58.869282+00:00
1.0,STARTUP,GitHub Search API,https://github.com/nogibjj,nogibjj,nogibjj,https://github.com/nogibjj,https://avatars.githubusercontent.com/u/22579860?v=4,STARTUP_CANDIDATE,GITHUB_ORGANIZATION,2026-09-11T04:55:58.869282+00:00
1.0,STARTUP,GitHub Search API,https://github.com/labmlai,labmlai,labmlai,https://github.com/labmlai,https://avatars.githubusercontent.com/u/64068543?v=4,STARTUP_CANDIDATE,GITHUB_ORGANIZATION,2026-09-11T04:55:58.869282+00:00
1.0,STARTUP,GitHub Search API,https://github.com/302ai,302ai,302ai,https://github.com/302ai,https://avatars.githubusercontent.com/u/179190197?v=4,STARTUP_CANDIDATE,GITHUB_ORGANIZATION,2026-09-11T04:55:58.869282+00:00
1.0,STARTUP,GitHub Search API,https://github.com/kvcache-ai,kvcache-ai,kvcache-ai,https://github.com/kvcache-ai,https://avatars.githubusercontent.com/u/170996193?v=4,STARTUP_CANDIDATE,GITHUB_ORGANIZATION,2026-09-11T04:55:58.869282+00:00
1.0,STARTUP,GitHub Search API,https://github.com/airbytehq,airbytehq,airbytehq,https://github.com/airbytehq,https://avatars.githubusercontent.com/u/59758427?v=4,STARTUP_CANDIDATE,GITHUB_ORGANIZATION,2026-09-11T04:55:58.869282+00:00
1.0,STARTUP,GitHub Search API,https://github.com/FlowiseAI,FlowiseAI,FlowiseAI,https://github.com/FlowiseAI,https://avatars.githubusercontent.com/u/128289781?v=4,STARTUP_CANDIDATE,GITHUB_ORGANIZATION,2026-09-11T04:55:58.869282+00:00
1.0,STARTUP,GitHub Search API,https://github.com/mozilla-ai,mozilla-ai,mozilla-ai,https://github.com/mozilla-ai,https://avatars.githubusercontent.com/u/129804596?v=4,STARTUP_CANDIDATE,GITHUB_ORGANIZATION,2026-09-11T04:55:58.869282+00:00
1.0,STARTUP,GitHub Search API,https://github.com/Genesis-Embodied-AI,Genesis-Embodied-AI,Genesis-Embodied-AI,https://github.com/Genesis-Embodied-AI,https://avatars.githubusercontent.com/u/149333263?v=4,STARTUP_CANDIDATE,GITHUB_ORGANIZATION,2026-09-11T04:55:58.869282+00:00
1.0,STARTUP,GitHub Search API,https://github.com/resemble-ai,resemble-ai,resemble-ai,https://github.com/resemble-ai,https://avatars.githubusercontent.com/u/49844015?v=4,STARTUP_CANDIDATE,GITHUB_ORGANIZATION,2026-09-11T04:55:58.869282+00:00
1.0,STARTUP,GitHub Search API,https://github.com/moeru-ai,moeru-ai,moeru-ai,https://github.com/moeru-ai,https://avatars.githubusercontent.com/u/165476306?v=4,STARTUP_CANDIDATE,GITHUB_ORGANIZATION,2026-09-11T04:55:58.869282+00:00
1.0,STARTUP,GitHub Search API,https://github.com/FreedomIntelligence,FreedomIntelligence,FreedomIntelligence,https://github.com/FreedomIntelligence,https://avatars.githubusercontent.com/u/127706844?v=4,STARTUP_CANDIDATE,GITHUB_ORGANIZATION,2026-09-11T04:55:58.869282+00:00
1.0,STARTUP,GitHub Search API,https://github.com/Liquid4All,Liquid4All,Liquid4All,https://github.com/Liquid4All,https://avatars.githubusercontent.com/u/134113674?v=4,STARTUP_CANDIDATE,GITHUB_ORGANIZATION,2026-09-11T04:55:58.869282+00:00
1.0,STARTUP,GitHub Search API,https://github.com/tavily-ai,tavily-ai,tavily-ai,https://github.com/tavily-ai,https://avatars.githubusercontent.com/u/170207473?v=4,STARTUP_CANDIDATE,GITHUB_ORGANIZATION,2026-09-11T04:55:58.869282+00:00
1.0,STARTUP,GitHub Search API,https://github.com/fixie-ai,fixie-ai,fixie-ai,https://github.com/fixie-ai,https://avatars.githubusercontent.com/u/104391453?v=4,STARTUP_CANDIDATE,GITHUB_ORGANIZATION,2026-09-11T04:55:58.869282+00:00
1.0,STARTUP,GitHub Search API,https://github.com/NVIDIA-AI-IOT,NVIDIA-AI-IOT,NVIDIA-AI-IOT,https://github.com/NVIDIA-AI-IOT,https://avatars.githubusercontent.com/u/29582968?v=4,STARTUP_CANDIDATE,GITHUB_ORGANIZATION,2026-09-11T04:55:58.869282+00:00
1.0,STARTUP,GitHub Search API,https://github.com/landing-ai,landing-ai,landing-ai,https://github.com/landing-ai,https://avatars.githubusercontent.com/u/34525670?v=4,STARTUP_CANDIDATE,GITHUB_ORGANIZATION,2026-09-11T04:55:58.869282+00:00
1.0,STARTUP,GitHub Search API,https://github.com/Lightning-AI,Lightning-AI,Lightning-AI,https://github.com/Lightning-AI,https://avatars.githubusercontent.com/u/58386951?v=4,STARTUP_CANDIDATE,GITHUB_ORGANIZATION,2026-09-11T04:55:58.869282+00:00
1.0,STARTUP,GitHub Search API,https://github.com/i-am-bee,i-am-bee,i-am-bee,https://github.com/i-am-bee,https://avatars.githubusercontent.com/u/178592583?v=4,STARTUP_CANDIDATE,GITHUB_ORGANIZATION,2026-09-11T04:55:58.869282+00:00
1.0,STARTUP,GitHub Search API,https://github.com/tile-ai,tile-ai,tile-ai,https://github.com/tile-ai,https://avatars.githubusercontent.com/u/183584698?v=4,STARTUP_CANDIDATE,GITHUB_ORGANIZATION,2026-09-11T04:55:58.869282+00:00
1.0,STARTUP,GitHub Search API,https://github.com/smol-ai,smol-ai,smol-ai,https://github.com/smol-ai,https://avatars.githubusercontent.com/u/132172705?v=4,STARTUP_CANDIDATE,GITHUB_ORGANIZATION,2026-09-11T04:55:58.869282+00:00
1.0,STARTUP,GitHub Search API,https://github.com/noCaptchaAi,noCaptchaAi,noCaptchaAi,https://github.com/noCaptchaAi,https://avatars.githubusercontent.com/u/110127579?v=4,STARTUP_CANDIDATE,GITHUB_ORGANIZATION,2026-09-11T04:55:58.869282+00:00
1.0,STARTUP,GitHub Search API,https://github.com/boson-ai,boson-ai,boson-ai,https://github.com/boson-ai,https://avatars.githubusercontent.com/u/125823025?v=4,STARTUP_CANDIDATE,GITHUB_ORGANIZATION,2026-09-11T04:55:58.869282+00:00
1.0,STARTUP,GitHub Search API,https://github.com/moonshine-ai,moonshine-ai,moonshine-ai,https://github.com/moonshine-ai,https://avatars.githubusercontent.com/u/98664891?v=4,STARTUP_CANDIDATE,GITHUB_ORGANIZATION,2026-09-11T04:55:58.869282+00:00
1.0,STARTUP,GitHub Search API,https://github.com/Arize-ai,Arize-ai,Arize-ai,https://github.com/Arize-ai,https://avatars.githubusercontent.com/u/59858760?v=4,STARTUP_CANDIDATE,GITHUB_ORGANIZATION,2026-09-11T04:55:58.869282+00:00
1.0,STARTUP,GitHub Search API,https://github.com/arcee-ai,arcee-ai,arcee-ai,https://github.com/arcee-ai,https://avatars.githubusercontent.com/u/126496414?v=4,STARTUP_CANDIDATE,GITHUB_ORGANIZATION,2026-09-11T04:55:58.869282+00:00
1.0,STARTUP,GitHub Search API,https://github.com/AI-Maker-Space,AI-Maker-Space,AI-Maker-Space,https://github.com/AI-Maker-Space,https://avatars.githubusercontent.com/u/137833615?v=4,STARTUP_CANDIDATE,GITHUB_ORGANIZATION,2026-09-11T04:55:58.869282+00:00
1.0,STARTUP,GitHub Search API,https://github.com/hyperai,hyperai,hyperai,https://github.com/hyperai,https://avatars.githubusercontent.com/u/51961168?v=4,STARTUP_CANDIDATE,GITHUB_ORGANIZATION,2026-09-11T04:55:58.869282+00:00
1.0,STARTUP,GitHub Search API,https://github.com/girafe-ai,girafe-ai,girafe-ai,https://github.com/girafe-ai,https://avatars.githubusercontent.com/u/66535367?v=4,STARTUP_CANDIDATE,GITHUB_ORGANIZATION,2026-09-11T04:55:58.869282+00:00
1.0,STARTUP,GitHub Search API,https://github.com/luxfi,luxfi,luxfi,https://github.com/luxfi,https://avatars.githubusercontent.com/u/86858755?v=4,STARTUP_CANDIDATE,GITHUB_ORGANIZATION,2026-09-11T04:55:58.869282+00:00
1.0,STARTUP,GitHub Search API,https://github.com/naver-ai,naver-ai,naver-ai,https://github.com/naver-ai,https://avatars.githubusercontent.com/u/73585370?v=4,STARTUP_CANDIDATE,GITHUB_ORGANIZATION,2026-09-11T04:55:58.869282+00:00
1.0,STARTUP,GitHub Search API,https://github.com/different-ai,different-ai,different-ai,https://github.com/different-ai,https://avatars.githubusercontent.com/u/118544361?v=4,STARTUP_CANDIDATE,GITHUB_ORGANIZATION,2026-09-11T04:55:58.869282+00:00
1.0,STARTUP,GitHub Search API,https://github.com/aiming-lab,aiming-lab,aiming-lab,https://github.com/aiming-lab,https://avatars.githubusercontent.com/u/186755503?v=4,STARTUP_CANDIDATE,GITHUB_ORGANIZATION,2026-09-11T04:55:58.869282+00:00
1.0,STARTUP,GitHub Search API,https://github.com/01-ai,01-ai,01-ai,https://github.com/01-ai,https://avatars.githubusercontent.com/u/139308978?v=4,STARTUP_CANDIDATE,GITHUB_ORGANIZATION,2026-09-11T04:55:58.869282+00:00
1.0,STARTUP,GitHub Search API,https://github.com/sarvamai,sarvamai,sarvamai,https://github.com/sarvamai,https://avatars.githubusercontent.com/u/139587482?v=4,STARTUP_CANDIDATE,GITHUB_ORGANIZATION,2026-09-11T04:55:58.869282+00:00
1.0,STARTUP,GitHub Search API,https://github.com/aiplanethub,aiplanethub,aiplanethub,https://github.com/aiplanethub,https://avatars.githubusercontent.com/u/65982452?v=4,STARTUP_CANDIDATE,GITHUB_ORGANIZATION,2026-09-11T04:55:58.869282+00:00
1.0,STARTUP,GitHub Search API,https://github.com/OrionStarAI,OrionStarAI,OrionStarAI,https://github.com/OrionStarAI,https://avatars.githubusercontent.com/u/150881132?v=4,STARTUP_CANDIDATE,GITHUB_ORGANIZATION,2026-09-11T04:55:58.869282+00:00
1.0,STARTUP,GitHub Search API,https://github.com/aiven,aiven,aiven,https://github.com/aiven,https://avatars.githubusercontent.com/u/14290521?v=4,STARTUP_CANDIDATE,GITHUB_ORGANIZATION,2026-09-11T04:55:58.869282+00:00
1.0,STARTUP,GitHub Search API,https://github.com/valeoai,valeoai,valeoai,https://github.com/valeoai,https://avatars.githubusercontent.com/u/44206564?v=4,STARTUP_CANDIDATE,GITHUB_ORGANIZATION,2026-09-11T04:55:58.869282+00:00
1.0,STARTUP,GitHub Search API,https://github.com/AIRI-Institute,AIRI-Institute,AIRI-Institute,https://github.com/AIRI-Institute,https://avatars.githubusercontent.com/u/92741417?v=4,STARTUP_CANDIDATE,GITHUB_ORGANIZATION,2026-09-11T04:55:58.869282+00:00
1.0,STARTUP,GitHub Search API,https://github.com/Ai-Thinker-Open,Ai-Thinker-Open,Ai-Thinker-Open,https://github.com/Ai-Thinker-Open,https://avatars.githubusercontent.com/u/32292333?v=4,STARTUP_CANDIDATE,GITHUB_ORGANIZATION,2026-09-11T04:55:58.869282+00:00
1.0,STARTUP,GitHub Search API,https://github.com/tracel-ai,tracel-ai,tracel-ai,https://github.com/tracel-ai,https://avatars.githubusercontent.com/u/111992358?v=4,STARTUP_CANDIDATE,GITHUB_ORGANIZATION,2026-09-11T04:55:58.869282+00:00
1.0,STARTUP,GitHub Search API,https://github.com/AIDotNet,AIDotNet,AIDotNet,https://github.com/AIDotNet,https://avatars.githubusercontent.com/u/163431636?v=4,STARTUP_CANDIDATE,GITHUB_ORGANIZATION,2026-09-11T04:55:58.869282+00:00
1.0,STARTUP,GitHub Search API,https://github.com/OptimaiNetwork,OptimaiNetwork,OptimaiNetwork,https://github.com/OptimaiNetwork,https://avatars.githubusercontent.com/u/165470045?v=4,STARTUP_CANDIDATE,GITHUB_ORGANIZATION,2026-09-11T04:55:58.869282+00:00
1.0,STARTUP,GitHub Search API,https://github.com/hyperspaceai,hyperspaceai,hyperspaceai,https://github.com/hyperspaceai,https://avatars.githubusercontent.com/u/12701374?v=4,STARTUP_CANDIDATE,GITHUB_ORGANIZATION,2026-09-11T04:55:58.869282+00:00
1.0,STARTUP,GitHub Search API,https://github.com/kby-ai,kby-ai,kby-ai,https://github.com/kby-ai,https://avatars.githubusercontent.com/u/127311857?v=4,STARTUP_CANDIDATE,GITHUB_ORGANIZATION,2026-09-11T04:55:58.869282+00:00
1.0,STARTUP,GitHub Search API,https://github.com/aisingapore,aisingapore,aisingapore,https://github.com/aisingapore,https://avatars.githubusercontent.com/u/110224767?v=4,STARTUP_CANDIDATE,GITHUB_ORGANIZATION,2026-09-11T04:55:58.869282+00:00
1.0,STARTUP,GitHub Search API,https://github.com/AikidoSec,AikidoSec,AikidoSec,https://github.com/AikidoSec,https://avatars.githubusercontent.com/u/110776285?v=4,STARTUP_CANDIDATE,GITHUB_ORGANIZATION,2026-09-11T04:55:58.869282+00:00
1.0,STARTUP,GitHub Search API,https://github.com/agentscope-ai,agentscope-ai,agentscope-ai,https://github.com/agentscope-ai,https://avatars.githubusercontent.com/u/211762292?v=4,STARTUP_CANDIDATE,GITHUB_ORGANIZATION,2026-09-11T04:55:58.869282+00:00
1.0,STARTUP,GitHub Search API,https://github.com/protectai,protectai,protectai,https://github.com/protectai,https://avatars.githubusercontent.com/u/102992336?v=4,STARTUP_CANDIDATE,GITHUB_ORGANIZATION,2026-09-11T04:55:58.869282+00:00
1.0,STARTUP,GitHub Search API,https://github.com/ai-dynamo,ai-dynamo,ai-dynamo,https://github.com/ai-dynamo,https://avatars.githubusercontent.com/u/201626793?v=4,STARTUP_CANDIDATE,GITHUB_ORGANIZATION,2026-09-11T04:55:58.869282+00:00
1.0,STARTUP,GitHub Search API,https://github.com/i-dot-ai,i-dot-ai,i-dot-ai,https://github.com/i-dot-ai,https://avatars.githubusercontent.com/u/105285801?v=4,STARTUP_CANDIDATE,GITHUB_ORGANIZATION,2026-09-11T04:55:58.869282+00:00
1.0,STARTUP,GitHub Search API,https://github.com/abacusai,abacusai,abacusai,https://github.com/abacusai,https://avatars.githubusercontent.com/u/68347282?v=4,STARTUP_CANDIDATE,GITHUB_ORGANIZATION,2026-09-11T04:55:58.869282+00:00
1.0,STARTUP,GitHub Search API,https://github.com/Tele-AI,Tele-AI,Tele-AI,https://github.com/Tele-AI,https://avatars.githubusercontent.com/u/155808217?v=4,STARTUP_CANDIDATE,GITHUB_ORGANIZATION,2026-09-11T04:55:58.869282+00:00
1.0,STARTUP,GitHub Search API,https://github.com/AILab-CVC,AILab-CVC,AILab-CVC,https://github.com/AILab-CVC,https://avatars.githubusercontent.com/u/132903285?v=4,STARTUP_CANDIDATE,GITHUB_ORGANIZATION,2026-09-11T04:55:58.869282+00:00
1.0,STARTUP,GitHub Search API,https://github.com/AssemblyAI,AssemblyAI,AssemblyAI,https://github.com/AssemblyAI,https://avatars.githubusercontent.com/u/24515738?v=4,STARTUP_CANDIDATE,GITHUB_ORGANIZATION,2026-09-11T04:55:58.869282+00:00
1.0,STARTUP,GitHub Search API,https://github.com/Airtable,Airtable,Airtable,https://github.com/Airtable,https://avatars.githubusercontent.com/u/9687261?v=4,STARTUP_CANDIDATE,GITHUB_ORGANIZATION,2026-09-11T04:55:58.869282+00:00
1.0,STARTUP,GitHub Search API,https://github.com/leptonai,leptonai,leptonai,https://github.com/leptonai,https://avatars.githubusercontent.com/u/124112888?v=4,STARTUP_CANDIDATE,GITHUB_ORGANIZATION,2026-09-11T04:55:58.869282+00:00
1.0,STARTUP,GitHub Search API,https://github.com/RobotecAI,RobotecAI,RobotecAI,https://github.com/RobotecAI,https://avatars.githubusercontent.com/u/66303003?v=4,STARTUP_CANDIDATE,GITHUB_ORGANIZATION,2026-09-11T04:55:58.869282+00:00
1.0,STARTUP,GitHub Search API,https://github.com/khoj-ai,khoj-ai,khoj-ai,https://github.com/khoj-ai,https://avatars.githubusercontent.com/u/134046886?v=4,STARTUP_CANDIDATE,GITHUB_ORGANIZATION,2026-09-11T04:55:58.869282+00:00
1.0,STARTUP,GitHub Search API,https://github.com/AI-Hobbyist,AI-Hobbyist,AI-Hobbyist,https://github.com/AI-Hobbyist,https://avatars.githubusercontent.com/u/131221877?v=4,STARTUP_CANDIDATE,GITHUB_ORGANIZATION,2026-09-11T04:55:58.869282+00:00
1.0,STARTUP,GitHub Search API,https://github.com/BloopAI,BloopAI,BloopAI,https://github.com/BloopAI,https://avatars.githubusercontent.com/u/75376775?v=4,STARTUP_CANDIDATE,GITHUB_ORGANIZATION,2026-09-11T04:55:58.869282+00:00
1.0,STARTUP,GitHub Search API,https://github.com/AI-secure,AI-secure,AI-secure,https://github.com/AI-secure,https://avatars.githubusercontent.com/u/61308241?v=4,STARTUP_CANDIDATE,GITHUB_ORGANIZATION,2026-09-11T04:55:58.869282+00:00
1.0,STARTUP,GitHub Search API,https://github.com/airgap-it,airgap-it,airgap-it,https://github.com/airgap-it,https://avatars.githubusercontent.com/u/30299683?v=4,STARTUP_CANDIDATE,GITHUB_ORGANIZATION,2026-09-11T04:55:58.869282+00:00
1.0,STARTUP,GitHub Search API,https://github.com/open-gigaai,open-gigaai,open-gigaai,https://github.com/open-gigaai,https://avatars.githubusercontent.com/u/234554842?v=4,STARTUP_CANDIDATE,GITHUB_ORGANIZATION,2026-09-11T04:55:58.869282+00:00
1.0,STARTUP,GitHub Search API,https://github.com/nearai,nearai,nearai,https://github.com/nearai,https://avatars.githubusercontent.com/u/29134221?v=4,STARTUP_CANDIDATE,GITHUB_ORGANIZATION,2026-09-11T04:55:58.869282+00:00
1.0,STARTUP,GitHub Search API,https://github.com/alan-ai,alan-ai,alan-ai,https://github.com/alan-ai,https://avatars.githubusercontent.com/u/54960780?v=4,STARTUP_CANDIDATE,GITHUB_ORGANIZATION,2026-09-11T04:55:58.869282+00:00
1.0,STARTUP,GitHub Search API,https://github.com/materialyzeai,materialyzeai,materialyzeai,https://github.com/materialyzeai,https://avatars.githubusercontent.com/u/5237956?v=4,STARTUP_CANDIDATE,GITHUB_ORGANIZATION,2026-09-11T04:55:58.869282+00:00
